,설치년도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),충전기ID,충전소ID,위도,경도,법정동코드,법정동명,중심위도,중심경도,충전소중심지거리(급속),인근충전소위도(급속),인근충전소경도(급속),인근충전소거리(급속)
1739,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,43,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1740,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,44,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1741,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,45,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1742,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,46,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1743,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,47,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1744,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,48,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1745,2023,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,급속,DC콤보,49,PI204092,37.517521,127.116024,11710111,방이동,37.515674624614924,127.12538894253487,852.900148713813,37.5116087,126.9272264,16664.853004234013
1746,2023,동작구,서울특별시 동작구 여의대방로54길 18,서울시 동작구 서울여성플라자,공공시설,지자체시설,급속,DC콤보,1,PI204094,37.5116087,126.9272264,11590108,대방동,37.5068788212364,126.92800815596662,529.4867671122283,37.6729112,127.0832363,22597.43741598616
1747,2023,동작구,서울특별시 동작구 여의대방로54길 18,서울시 동작구 서울여성플라자,공공시설,지자체시설,급속,DC콤보,2,PI204094,37.5116087,126.9272264,11590108,대방동,37.5068788212364,126.92800815596662,529.4867671122283,37.6729112,127.0832363,22597.43741598616
1748,2023,노원구,서울특별시 노원구 덕릉로 859,서울시 노원구 상계3동4동주민센터,공공시설,주민센터,급속,DC콤보,1,PI204095,37.6729112,127.0832363,11350105,상계동,37.67299194181273,127.07033673387207,1138.0490864754347,37.5463938,127.0658895,14150.834427082978
